Serial Number,Country,Site Name,Timestamp (UTC),Longitude,Latitude,is_indoors,PM1.0 (ug/m3),PM2.5 (ug/m3),Applied PM2.5 Custom Calibration Factor,PM4.0 (ug/m3),PM10 (ug/m3),Applied PM10 Custom Calibration Factor,PM0.5 NC (#/cm3),PM1.0 NC (#/cm3),PM1.0 NC (#/cm3),PM2.5 NC (#/cm3),PM4.0 NC (#/cm3),PM10 NC (#/cm3),Typical Particle Size (um),PM Sensor Status,Temperature (Celsius),Relative Humidity (%),Device Status,Time Delta
81432130003,India,IITK04_Aliganj,03/01/2022 00:01,80.951876,26.901733,False,69.0,73.0,,73.0,73.0,,647,750,750,753,754,754,0.56,0.0,20.0,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 00:16,80.951876,26.901733,False,68.0,71.0,,72.0,72.0,,632,733,733,737,737,737,0.56,0.0,20.0,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 00:31,80.951876,26.901733,False,69.0,73.0,,73.0,73.0,,646,749,749,753,753,753,0.55,0.0,19.9,59,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 00:46,80.951876,26.901733,False,70.0,73.0,,73.0,74.0,,651,755,755,758,759,759,0.55,0.0,19.9,59,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 01:01,80.951876,26.901733,False,97.0,102.0,,102.0,103.0,,905,1050,1050,1055,1056,1056,0.57,0.0,19.7,59,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 01:16,80.951876,26.901733,False,79.0,83.0,,84.0,84.0,,740,859,859,863,863,863,0.56,0.0,19.7,59,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 01:31,80.951876,26.901733,False,78.0,82.0,,83.0,83.0,,732,848,848,853,853,853,0.56,0.0,20.0,59,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 01:46,80.951876,26.901733,False,74.0,78.0,,79.0,79.0,,691,802,802,806,806,806,0.56,0.0,20.5,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 02:01,80.951876,26.901733,False,74.0,78.0,,79.0,79.0,,689,799,799,802,803,803,0.56,0.0,21.1,56,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 02:16,80.951876,26.901733,False,81.0,86.0,,86.0,86.0,,747,866,866,871,871,871,0.57,0.0,22.1,55,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 02:31,80.951876,26.901733,False,69.0,73.0,,74.0,74.0,,628,728,728,732,732,732,0.56,0.0,23.8,51,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 02:46,80.951876,26.901733,False,70.0,74.0,,74.0,74.0,,607,704,704,707,708,708,0.55,0.0,28.6,43,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 03:01,80.951876,26.901733,False,70.0,73.0,,74.0,74.0,,587,680,680,683,683,684,0.55,0.0,32.6,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 03:16,80.951876,26.901733,False,70.0,74.0,,74.0,74.0,,581,673,673,676,676,677,0.54,0.0,34.8,32,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 03:31,80.951876,26.901733,False,74.0,78.0,,78.0,78.0,,607,704,704,707,707,707,0.54,0.0,36.2,30,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 03:46,80.951876,26.901733,False,77.0,81.0,,81.0,81.0,,626,725,725,729,729,729,0.54,0.0,37.5,29,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 04:01,80.951876,26.901733,False,77.0,81.0,,82.0,82.0,,622,721,721,724,724,724,0.54,0.0,38.6,28,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 04:16,80.951876,26.901733,False,76.0,80.0,,80.0,80.0,,605,702,702,705,705,705,0.54,0.0,39.6,27,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 04:31,80.951876,26.901733,False,69.0,72.0,,73.0,73.0,,549,636,636,639,639,639,0.54,0.0,39.9,26,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 04:46,80.951876,26.901733,False,62.0,65.0,,65.0,65.0,,489,566,566,569,569,569,0.53,0.0,40.5,26,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 05:01,80.951876,26.901733,False,49.0,52.0,,52.0,52.0,,393,455,455,457,457,457,0.53,0.0,40.0,26,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 05:16,80.951876,26.901733,False,40.0,42.0,,42.0,42.0,,330,382,382,384,384,384,0.55,0.0,35.2,30,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 05:31,80.951876,26.901733,False,32.0,33.0,,34.0,34.0,,269,312,312,313,313,313,0.55,0.0,31.7,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 05:46,80.951876,26.901733,False,28.0,29.0,,30.0,30.0,,240,278,278,279,279,279,0.55,0.0,30.3,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 06:01,80.951876,26.901733,False,30.0,32.0,,32.0,32.0,,261,303,303,304,304,304,0.54,0.0,29.5,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 06:16,80.951876,26.901733,False,30.0,31.0,,32.0,32.0,,259,300,300,301,301,301,0.55,0.0,29.3,38,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 06:31,80.951876,26.901733,False,25.0,26.0,,26.0,26.0,,216,250,250,251,251,252,0.54,0.0,29.2,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 06:46,80.951876,26.901733,False,26.0,27.0,,27.0,27.0,,224,259,259,260,261,261,0.55,0.0,29.0,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 07:01,80.951876,26.901733,False,25.0,27.0,,27.0,27.0,,219,254,254,255,255,255,0.55,0.0,29.0,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 07:16,80.951876,26.901733,False,23.0,24.0,,24.0,25.0,,201,233,233,234,234,234,0.55,0.0,29.0,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 07:31,80.951876,26.901733,False,21.0,23.0,,23.0,23.0,,187,216,216,217,217,217,0.53,0.0,28.9,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 07:46,80.951876,26.901733,False,19.0,20.0,,20.0,20.0,,161,187,187,188,188,188,0.54,0.0,28.8,33,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 08:01,80.951876,26.901733,False,21.0,22.0,,22.0,22.0,,178,206,206,207,207,207,0.54,0.0,28.9,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 08:16,80.951876,26.901733,False,20.0,21.0,,21.0,21.0,,171,198,198,199,199,199,0.53,0.0,28.8,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 08:31,80.951876,26.901733,False,20.0,21.0,,21.0,21.0,,173,201,201,201,202,202,0.53,0.0,28.6,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 08:46,80.951876,26.901733,False,20.0,21.0,,21.0,21.0,,170,197,197,198,198,198,0.55,0.0,28.5,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 09:01,80.951876,26.901733,False,18.0,19.0,,19.0,19.0,,156,180,180,181,181,181,0.55,0.0,28.5,33,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 09:16,80.951876,26.901733,False,17.0,18.0,,18.0,18.0,,145,169,169,169,169,169,0.55,0.0,28.5,33,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 09:31,80.951876,26.901733,False,16.0,17.0,,17.0,17.0,,137,159,159,159,159,159,0.55,0.0,,,8.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 09:46,80.951876,26.901733,False,15.0,16.0,,16.0,16.0,,134,156,156,157,157,157,0.54,0.0,28.4,31,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 10:01,80.951876,26.901733,False,16.0,17.0,,17.0,17.0,,143,166,166,166,166,166,0.53,0.0,28.4,33,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 10:16,80.951876,26.901733,False,18.0,19.0,,19.0,19.0,,153,178,178,179,179,179,0.54,0.0,28.4,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 10:31,80.951876,26.901733,False,19.0,19.0,,19.0,19.0,,162,187,187,188,188,188,0.54,0.0,28.3,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 10:46,80.951876,26.901733,False,18.0,19.0,,19.0,19.0,,159,184,184,185,185,185,0.54,0.0,28.2,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 11:01,80.951876,26.901733,False,18.0,19.0,,19.0,19.0,,156,180,180,181,181,181,0.54,0.0,28.1,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 11:16,80.951876,26.901733,False,18.0,19.0,,19.0,19.0,,161,187,187,188,188,188,0.55,0.0,27.9,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 11:31,80.951876,26.901733,False,19.0,20.0,,20.0,20.0,,167,194,194,195,195,195,0.54,0.0,27.7,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 11:46,80.951876,26.901733,False,19.0,20.0,,20.0,20.0,,170,197,197,198,198,198,0.54,0.0,27.4,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 12:01,80.951876,26.901733,False,20.0,21.0,,21.0,21.0,,173,201,201,202,202,202,0.54,0.0,27.2,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 12:16,80.951876,26.901733,False,20.0,21.0,,21.0,22.0,,180,209,209,210,210,210,0.54,0.0,26.8,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 12:31,80.951876,26.901733,False,22.0,23.0,,23.0,23.0,,193,224,224,225,225,225,0.55,0.0,26.6,38,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 12:46,80.951876,26.901733,False,23.0,24.0,,24.0,24.0,,204,237,237,238,238,238,0.54,0.0,26.3,39,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 13:01,80.951876,26.901733,False,27.0,29.0,,29.0,29.0,,242,281,281,282,282,282,0.55,0.0,25.9,40,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 13:16,80.951876,26.901733,False,37.0,38.0,,39.0,39.0,,325,377,377,379,379,379,0.56,0.0,25.7,42,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 13:31,80.951876,26.901733,False,44.0,46.0,,46.0,46.0,,391,453,453,455,456,456,0.56,0.0,,,8.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 13:46,80.951876,26.901733,False,39.0,41.0,,42.0,42.0,,352,408,408,410,410,410,0.56,0.0,25.3,43,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 14:01,80.951876,26.901733,False,39.0,41.0,,41.0,41.0,,350,406,406,408,408,408,0.56,0.0,25.2,44,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 14:16,80.951876,26.901733,False,41.0,43.0,,43.0,43.0,,364,422,422,424,424,424,0.55,0.0,25.0,46,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 14:31,80.951876,26.901733,False,42.0,44.0,,44.0,44.0,,374,434,434,436,436,436,0.56,0.0,24.8,47,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 14:46,80.951876,26.901733,False,41.0,43.0,,43.0,43.0,,368,427,427,429,429,429,0.55,0.0,24.7,48,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 15:01,80.951876,26.901733,False,42.0,44.0,,44.0,44.0,,373,433,433,435,435,435,0.55,0.0,24.6,47,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 15:16,80.951876,26.901733,False,44.0,46.0,,47.0,47.0,,396,460,460,462,462,462,0.56,0.0,24.6,46,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 15:31,80.951876,26.901733,False,45.0,47.0,,48.0,48.0,,404,469,469,471,471,471,0.57,0.0,24.5,46,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 15:46,80.951876,26.901733,False,45.0,47.0,,47.0,47.0,,403,467,467,469,469,470,0.55,0.0,24.4,45,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 16:19,80.951876,26.901733,False,49.0,52.0,,52.0,52.0,,449,521,521,523,523,524,0.56,0.0,23.1,49,1.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 16:34,80.951876,26.901733,False,48.0,51.0,,51.0,51.0,,438,508,508,511,511,511,0.55,0.0,23.5,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 16:49,80.951876,26.901733,False,48.0,50.0,,50.0,51.0,,434,503,503,505,505,505,0.55,0.0,23.6,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 17:04,80.951876,26.901733,False,50.0,53.0,,53.0,53.0,,453,525,525,528,528,528,0.56,0.0,23.5,50,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 17:19,80.951876,26.901733,False,52.0,54.0,,55.0,55.0,,470,545,545,548,548,548,0.55,0.0,23.3,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 17:34,80.951876,26.901733,False,54.0,56.0,,57.0,57.0,,488,566,566,569,569,569,0.55,0.0,23.1,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 17:49,80.951876,26.901733,False,61.0,64.0,,64.0,64.0,,553,641,641,644,644,644,0.56,0.0,23.1,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 18:04,80.951876,26.901733,False,66.0,70.0,,70.0,70.0,,600,696,696,700,700,700,0.57,0.0,23.0,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 18:19,80.951876,26.901733,False,66.0,70.0,,70.0,71.0,,604,701,701,704,705,705,0.57,0.0,22.9,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 18:34,80.951876,26.901733,False,66.0,69.0,,70.0,70.0,,598,694,694,698,698,698,0.57,0.0,22.8,50,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 18:49,80.951876,26.901733,False,63.0,67.0,,67.0,68.0,,580,673,673,676,677,677,0.57,0.0,22.5,51,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 19:04,80.951876,26.901733,False,65.0,68.0,,68.0,69.0,,593,687,687,691,691,691,0.56,0.0,22.3,51,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 19:19,80.951876,26.901733,False,68.0,72.0,,72.0,73.0,,626,726,726,730,730,730,0.57,0.0,22.1,52,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 19:34,80.951876,26.901733,False,72.0,76.0,,77.0,77.0,,660,766,766,771,771,771,0.58,0.0,21.9,52,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 19:49,80.951876,26.901733,False,69.0,73.0,,74.0,74.0,,637,739,739,743,743,743,0.57,0.0,21.8,53,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 20:04,80.951876,26.901733,False,67.0,71.0,,72.0,72.0,,619,718,718,722,722,722,0.57,0.0,21.8,53,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 20:19,80.951876,26.901733,False,66.0,70.0,,70.0,70.0,,611,709,709,713,713,713,0.56,0.0,21.6,53,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 20:34,80.951876,26.901733,False,65.0,68.0,,68.0,69.0,,598,693,693,696,697,697,0.56,0.0,21.5,54,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 20:49,80.951876,26.901733,False,63.0,67.0,,67.0,67.0,,585,679,679,682,682,682,0.56,0.0,21.3,54,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 21:04,80.951876,26.901733,False,61.0,64.0,,65.0,65.0,,566,656,656,659,659,659,0.56,0.0,21.2,54,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 21:19,80.951876,26.901733,False,61.0,65.0,,65.0,65.0,,568,659,659,662,662,663,0.56,0.0,21.1,54,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 21:34,80.951876,26.901733,False,63.0,66.0,,67.0,67.0,,586,680,680,683,683,683,0.55,0.0,21.0,54,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 21:49,80.951876,26.901733,False,64.0,67.0,,67.0,68.0,,591,686,686,689,689,689,0.56,0.0,20.9,55,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 22:04,80.951876,26.901733,False,64.0,68.0,,68.0,68.0,,597,693,693,696,696,696,0.55,0.0,20.9,55,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 22:19,80.951876,26.901733,False,65.0,69.0,,69.0,69.0,,606,703,703,707,707,707,0.56,0.0,20.8,56,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 22:34,80.951876,26.901733,False,66.0,69.0,,69.0,69.0,,611,708,708,711,711,712,0.55,0.0,20.6,56,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 22:49,80.951876,26.901733,False,66.0,70.0,,70.0,70.0,,617,715,715,719,719,719,0.55,0.0,20.5,57,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 23:04,80.951876,26.901733,False,67.0,70.0,,71.0,71.0,,624,723,723,727,727,727,0.55,0.0,20.3,57,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 23:19,80.951876,26.901733,False,67.0,70.0,,71.0,71.0,,625,725,725,728,729,729,0.55,0.0,20.2,57,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 23:34,80.951876,26.901733,False,68.0,71.0,,71.0,71.0,,631,731,731,735,735,735,0.55,0.0,20.1,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/01/2022 23:49,80.951876,26.901733,False,73.0,77.0,,78.0,78.0,,685,794,794,798,798,799,0.56,0.0,20.1,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 00:04,80.951876,26.901733,False,78.0,82.0,,82.0,82.0,,727,843,843,847,848,848,0.56,0.0,20.0,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 00:19,80.951876,26.901733,False,81.0,85.0,,85.0,86.0,,755,875,875,880,880,880,0.56,0.0,19.9,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 00:34,80.951876,26.901733,False,84.0,88.0,,89.0,89.0,,787,912,912,917,917,917,0.55,0.0,19.8,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 00:49,80.951876,26.901733,False,84.0,88.0,,89.0,89.0,,785,911,911,915,916,916,0.56,0.0,19.8,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 01:04,80.951876,26.901733,False,85.0,89.0,,90.0,90.0,,794,920,920,925,925,926,0.56,0.0,19.8,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 01:19,80.951876,26.901733,False,87.0,91.0,,92.0,92.0,,810,940,940,944,944,945,0.55,0.0,20.0,58,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 01:34,80.951876,26.901733,False,89.0,94.0,,94.0,95.0,,831,964,964,969,969,969,0.56,0.0,20.4,56,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 01:49,80.951876,26.901733,False,87.0,92.0,,92.0,92.0,,810,939,939,943,943,944,0.55,0.0,21.1,55,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 02:04,80.951876,26.901733,False,82.0,86.0,,86.0,86.0,,751,871,871,875,875,875,0.55,0.0,22.0,52,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 02:19,80.951876,26.901733,False,83.0,87.0,,87.0,88.0,,754,874,874,878,879,879,0.55,0.0,23.1,49,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 02:34,80.951876,26.901733,False,77.0,81.0,,81.0,81.0,,683,791,791,795,795,796,0.56,0.0,25.8,45,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 02:49,80.951876,26.901733,False,73.0,77.0,,77.0,77.0,,621,720,720,723,723,723,0.55,0.0,30.9,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 03:04,80.951876,26.901733,False,72.0,76.0,,76.0,76.0,,598,693,693,697,697,697,0.54,0.0,34.4,31,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 03:19,80.951876,26.901733,False,68.0,72.0,,72.0,72.0,,556,645,645,648,648,648,0.55,0.0,36.6,28,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 03:34,80.951876,26.901733,False,69.0,72.0,,72.0,72.0,,554,642,642,645,645,646,0.54,0.0,38.0,26,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 03:49,80.951876,26.901733,False,71.0,74.0,,74.0,75.0,,565,655,655,658,659,659,0.54,0.0,39.0,25,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 04:04,80.951876,26.901733,False,76.0,79.0,,80.0,80.0,,601,697,697,700,700,700,0.55,0.0,39.8,25,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 04:19,80.951876,26.901733,False,76.0,80.0,,80.0,80.0,,598,693,693,696,697,697,0.55,0.0,40.7,24,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 04:34,80.951876,26.901733,False,78.0,82.0,,82.0,82.0,,618,716,716,720,720,720,0.55,0.0,40.3,24,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 04:49,80.951876,26.901733,False,65.0,68.0,,69.0,69.0,,514,596,596,598,599,599,0.55,0.0,40.6,24,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 05:04,80.951876,26.901733,False,53.0,56.0,,56.0,56.0,,422,489,489,492,492,492,0.56,0.0,39.4,24,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 05:19,80.951876,26.901733,False,51.0,54.0,,54.0,54.0,,425,493,493,495,495,495,0.56,0.0,34.7,28,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 05:34,80.951876,26.901733,False,42.0,44.0,,44.0,44.0,,351,407,407,409,409,409,0.56,0.0,32.2,31,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 05:49,80.951876,26.901733,False,41.0,43.0,,44.0,44.0,,352,408,408,410,410,410,0.56,0.0,30.7,33,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 06:04,80.951876,26.901733,False,35.0,37.0,,37.0,37.0,,304,352,352,353,354,354,0.55,0.0,29.6,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 06:19,80.951876,26.901733,False,30.0,32.0,,32.0,32.0,,262,304,304,305,306,306,0.55,0.0,29.3,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 06:34,80.951876,26.901733,False,31.0,33.0,,33.0,33.0,,271,314,314,316,316,316,0.55,0.0,29.2,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 06:49,80.951876,26.901733,False,33.0,35.0,,35.0,35.0,,288,334,334,336,336,336,0.56,0.0,29.2,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 07:04,80.951876,26.901733,False,37.0,39.0,,39.0,39.0,,318,369,369,370,370,370,0.55,0.0,29.0,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 07:19,80.951876,26.901733,False,36.0,37.0,,37.0,38.0,,308,357,357,359,359,359,0.55,0.0,28.9,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 07:34,80.951876,26.901733,False,33.0,34.0,,34.0,34.0,,283,328,328,329,329,329,0.55,0.0,29.0,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 07:49,80.951876,26.901733,False,31.0,32.0,,33.0,33.0,,267,310,310,311,312,312,0.55,0.0,28.8,34,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 08:04,80.951876,26.901733,False,32.0,34.0,,34.0,34.0,,279,324,324,325,325,325,0.55,0.0,28.7,35,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 08:19,80.951876,26.901733,False,33.0,35.0,,35.0,35.0,,285,331,331,332,332,332,0.55,0.0,28.8,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 08:34,80.951876,26.901733,False,32.0,34.0,,34.0,34.0,,278,322,322,323,323,323,0.54,0.0,28.8,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 08:49,80.951876,26.901733,False,32.0,34.0,,34.0,34.0,,277,321,321,323,323,323,0.54,0.0,28.8,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 09:04,80.951876,26.901733,False,31.0,33.0,,33.0,33.0,,271,315,315,316,316,316,0.55,0.0,28.9,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 09:19,80.951876,26.901733,False,32.0,33.0,,33.0,33.0,,273,317,317,318,318,318,0.55,0.0,,,8.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 09:55,80.951876,26.901733,False,31.0,32.0,,32.0,32.0,,268,311,311,312,312,312,0.54,0.0,28.4,37,1.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 10:10,80.951876,26.901733,False,27.0,29.0,,29.0,29.0,,239,277,277,278,278,278,0.56,0.0,28.6,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 10:25,80.951876,26.901733,False,26.0,27.0,,27.0,27.0,,226,262,262,263,263,263,0.55,0.0,28.7,36,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 11:00,80.951876,26.901733,False,27.0,28.0,,28.0,28.0,,233,270,270,271,271,271,0.54,0.0,28.1,37,1.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 11:15,80.951876,26.901733,False,26.0,28.0,,28.0,28.0,,229,266,266,267,267,267,0.55,0.0,28.2,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 11:30,80.951876,26.901733,False,25.0,26.0,,26.0,27.0,,219,254,254,255,255,255,0.55,0.0,28.1,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 11:45,80.951876,26.901733,False,23.0,24.0,,24.0,24.0,,200,232,232,233,233,234,0.55,0.0,27.9,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 12:00,80.951876,26.901733,False,23.0,25.0,,25.0,25.0,,205,238,238,239,239,239,0.55,0.0,27.7,37,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 12:15,80.951876,26.901733,False,25.0,26.0,,26.0,26.0,,218,253,253,254,254,254,0.55,0.0,27.3,38,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 12:30,80.951876,26.901733,False,27.0,28.0,,28.0,28.0,,237,274,274,276,276,276,0.55,0.0,27.0,39,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 12:45,80.951876,26.901733,False,31.0,32.0,,33.0,33.0,,273,316,316,317,318,318,0.56,0.0,26.7,42,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 13:00,80.951876,26.901733,False,33.0,35.0,,35.0,35.0,,292,339,339,340,341,341,0.55,0.0,26.4,43,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 13:15,80.951876,26.901733,False,35.0,37.0,,37.0,37.0,,311,361,361,362,362,362,0.55,0.0,26.2,45,0.0,15.0
81432130003,India,IITK04_Aliganj,03/02/2022 13:30,80.951876,26.901733,False,38.0,40.0,,40.0,40.0,,333,387,387,389,389,389,0.56,0.0,26.0,46,0.0,15.0
